,FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,HospCt,Beds,NursingCt,Hispanic Population,Black Population,Deaths,Outbreak_date
791,42055,9945.0,9555.42857142857,14071.714285714286,13194.285714285714,193.7,3.0,12.6,21.0,3.7,99.8,29.4,33.4,38.9,54.5,64.5,69.3,75.8,73.1,69.0,56.5,39.1,34.4,30425.0,2.55,1571.0,1550.0,14913.0,7584.0,6972.0,154835,772.22,1.0,304,9.0,9133.0,6297.0,12,2020-04-21
792,42063,5458.714285714285,5367.142857142857,7926.571428571428,7606.571428571428,107.5,4.0,10.3,22.6,4.9,78.8,26.3,31.1,34.6,50.7,61.2,65.4,72.0,68.8,65.0,53.5,36.0,33.1,16480.0,2.37,1009.0,846.0,6425.0,3033.0,11401.0,84501,827.03,1.0,164,5.0,1126.0,2298.0,5,2020-04-17
793,42067,1069.857142857143,1060.2857142857142,2135.285714285714,2031.0,63.0,6.0,17.0,14.2,4.0,89.2,28.4,31.6,37.2,53.0,63.2,68.0,76.0,72.5,67.3,55.3,38.8,33.6,4962.0,,,,,,,24704,391.35,0.0,0,3.0,989.0,207.0,5,2020-05-21
794,42069,16633.285714285714,14717.714285714286,20747.85714285714,19234.85714285714,467.1,2.0,9.1,27.7,4.6,86.8,23.2,27.2,32.2,48.8,58.0,63.8,72.3,68.2,62.8,52.2,34.9,29.5,42061.0,2.3,2065.0,2231.0,19585.0,10359.0,12928.0,210793,459.08,1.0,712,9.0,17080.0,8286.0,53,2020-03-31
795,42071,35726.28571428572,32352.0,44386.0,41545.57142857143,550.4,2.0,15.1,26.9,3.4,108.8,29.7,33.5,38.6,55.1,64.4,69.8,77.0,73.7,68.4,57.2,39.8,35.9,97560.0,2.63,6498.0,5319.0,55733.0,24670.0,26241.0,543557,943.81,1.0,1132,9.0,58761.0,28159.0,107,2020-03-31
796,42073,7196.0,7861.428571428572,9459.714285714286,10352.42857142857,254.4,4.0,9.8,21.4,5.1,79.5,26.1,30.6,34.5,50.2,60.9,65.8,73.1,69.5,66.2,54.2,36.3,34.1,18951.0,2.24,1456.0,824.0,7490.0,4087.0,3717.0,86184,358.18,1.0,316,9.0,1316.0,3734.0,6,2020-04-10
797,42075,9403.142857142857,9373.57142857143,12997.857142857143,12656.714285714286,369.1,3.0,13.0,20.3,3.8,100.3,28.7,32.3,37.4,53.9,63.7,69.0,76.4,73.3,67.8,56.3,39.1,34.7,27397.0,2.53,1456.0,2039.0,14516.0,7467.0,5955.0,141314,361.83,1.0,172,9.0,19476.0,5166.0,16,2020-04-18
798,42077,24164.42857142857,23566.285714285717,33539.57142857143,33809.857142857145,1012.5,2.0,11.4,29.4,4.6,102.0,29.5,32.4,37.3,53.8,61.9,68.6,76.7,73.5,67.4,56.7,39.8,34.4,61507.0,2.59,5922.0,5605.0,37319.0,18296.0,19657.0,368100,345.17,1.0,1698,9.0,93521.0,35710.0,29,2020-03-28
799,42079,22712.857142857138,20603.714285714286,28977.0,27404.42857142857,360.4,2.0,10.7,23.2,5.4,87.8,24.3,28.0,32.6,49.1,58.5,64.4,72.7,68.4,62.7,52.7,35.5,30.0,63184.0,2.38,4061.0,2250.0,29182.0,16580.0,17020.0,317646,890.33,1.0,805,9.0,40882.0,19992.0,36,2020-03-30
800,42081,9218.285714285714,8719.857142857143,11939.0,11306.571428571431,94.5,3.0,10.2,22.8,4.8,88.4,23.9,27.9,33.6,49.1,59.2,64.7,72.5,68.5,63.4,51.9,35.2,30.5,21935.0,2.4,1135.0,1199.0,9721.0,5887.0,7796.0,113664,1228.59,1.0,271,8.0,2349.0,5409.0,14,2020-05-04
801,42085,10206.57142857143,9739.857142857143,15774.714285714286,14224.285714285714,173.4,2.0,10.2,22.6,4.7,80.1,24.6,29.6,33.5,49.0,59.8,65.2,72.4,68.6,65.4,53.6,35.6,33.6,23991.0,2.21,1524.0,920.0,9535.0,5108.0,6580.0,110683,672.57,1.0,521,9.0,1723.0,6489.0,6,2020-05-18
802,42089,12093.714285714286,11142.857142857143,16775.14285714286,16215.0,279.2,3.0,10.6,24.4,5.4,104.0,24.4,28.2,32.6,48.8,57.8,63.9,72.1,68.2,62.6,52.5,35.3,29.6,29181.0,3.03,964.0,2748.0,13737.0,9926.0,10582.0,169507,608.29,1.0,235,4.0,28118.0,27448.0,38,2020-03-29
803,42091,51280.571428571435,51679.428571428565,71204.71428571429,74033.14285714286,1655.9,1.0,5.8,48.7,3.4,148.1,31.7,34.0,39.6,56.3,64.1,70.7,78.8,75.4,69.9,58.2,41.8,36.5,147124.0,2.58,14726.0,8846.0,80802.0,44052.0,50075.0,828604,483.04,1.0,2224,9.0,44104.0,82004.0,89,2020-03-26
804,42095,20482.85714285714,21640.285714285714,29561.571428571428,32136.42857142857,805.4,2.0,9.4,29.2,4.4,112.0,28.7,31.6,36.9,52.9,61.1,68.1,76.0,72.4,66.3,55.7,38.9,33.0,57955.0,2.55,4612.0,3513.0,26229.0,16052.0,23688.0,304807,369.67,1.0,362,9.0,42206.0,21243.0,25,2020-03-25
805,42097,7778.857142857143,7708.714285714284,12790.285714285714,12423.285714285714,206.2,4.0,12.9,16.0,5.2,77.6,26.4,29.8,35.4,51.5,61.6,66.4,75.0,70.8,65.1,53.7,37.2,32.6,19458.0,2.24,863.0,627.0,8228.0,3714.0,2195.0,91083,458.37,1.0,173,9.0,3279.0,2526.0,4,2020-05-23
806,42101,86243.57142857142,82101.85714285714,116689.14285714286,114164.28571428572,11379.5,1.0,16.1,28.6,5.5,75.8,33.5,36.0,42.0,57.8,65.6,73.0,80.4,76.7,71.6,59.9,43.2,38.2,216276.0,2.52,28708.0,19142.0,149785.0,71739.0,131063.0,1584138,134.1,1.0,6024,9.0,240269.0,692593.0,342,2020-03-28
807,42103,3837.285714285714,3895.4285714285716,6316.857142857143,6426.142857142857,105.3,1.0,7.1,28.0,5.4,102.9,23.9,27.2,32.1,48.4,57.3,64.3,72.0,68.1,62.5,51.9,35.0,28.8,12741.0,,,,,,,55933,544.96,0.0,0,2.0,6393.0,3659.0,12,2020-04-07
808,42107,10059.857142857143,10559.42857142857,13525.571428571431,13863.857142857143,190.4,4.0,11.4,16.2,5.2,80.2,26.6,29.7,34.0,51.1,60.4,66.2,74.2,70.8,64.7,54.0,37.3,32.0,29006.0,2.31,1135.0,863.0,14064.0,7327.0,5334.0,142067,778.63,1.0,361,9.0,6787.0,4991.0,9,2020-04-15
809,42115,1985.0,1917.571428571429,3426.0,3227.714285714286,52.7,6.0,10.8,17.8,4.0,86.3,22.2,26.6,31.3,47.4,56.8,63.4,71.6,67.2,61.8,51.0,34.0,28.6,9604.0,,,,,,,40589,823.43,1.0,83,3.0,695.0,249.0,13,2020-04-19
810,42125,17575.85714285714,17365.85714285714,25927.714285714286,24920.857142857138,242.5,1.0,7.1,29.5,4.3,103.7,29.0,34.3,37.4,53.1,63.3,67.4,73.6,70.9,68.6,56.4,37.9,36.0,42617.0,2.35,2553.0,2328.0,18745.0,9438.0,9356.0,207346,856.99,1.0,602,9.0,3629.0,6849.0,5,2020-05-07
811,42127,2965.714285714286,2841.285714285714,4834.714285714285,4518.285714285715,72.8,6.0,10.2,20.4,4.7,88.0,22.6,26.5,31.2,47.5,56.6,63.0,71.1,66.9,61.8,50.8,34.0,28.0,12387.0,,,,,,,51276,725.6,1.0,112,3.0,2400.0,1785.0,5,2020-04-19
812,42129,28082.285714285717,30920.0,37459.42857142857,41161.0,355.4,1.0,6.0,28.5,4.4,95.9,28.1,33.8,36.4,52.1,63.1,66.2,72.9,69.9,66.7,55.4,37.4,35.1,79652.0,2.28,3823.0,3681.0,29737.0,15665.0,17086.0,350611,1027.55,1.0,654,9.0,4351.0,9010.0,25,2020-04-10
813,42131,1609.857142857143,1630.2857142857142,3063.4285714285716,3038.5714285714284,71.2,2.0,7.1,19.6,4.5,94.6,23.9,28.1,32.9,49.1,58.6,64.6,73.0,68.8,63.2,52.4,35.4,30.3,5728.0,,,,,,,27046,397.32,1.0,48,1.0,515.0,268.0,7,2020-05-11
814,45003,16141.285714285714,16837.0,22918.142857142862,23340.0,149.5,2.0,12.7,26.4,3.3,100.4,48.0,54.7,56.0,65.5,77.0,78.0,82.6,81.6,79.6,69.8,51.7,50.9,32901.0,2.43,2208.0,1886.0,15044.0,8316.0,8368.0,169401,1071.03,1.0,245,6.0,9919.0,42852.0,6,2020-04-14
815,45005,494.0,502.0,1091.5714285714287,1050.142857142857,25.5,6.0,22.3,9.4,5.8,55.5,48.7,55.7,56.5,64.8,76.7,78.2,81.9,81.2,78.8,70.0,52.3,51.9,1790.0,,,,,,,8903,408.09,1.0,25,1.0,320.0,6504.0,3,2020-05-07
816,45007,26567.142857142862,24900.857142857138,37218.0,36359.71428571428,261.6,2.0,15.5,21.4,3.3,98.6,44.0,50.2,52.2,62.5,73.7,75.4,80.3,79.2,78.3,66.8,49.5,48.7,36185.0,2.52,3134.0,2262.0,20424.0,10859.0,10808.0,200482,715.43,1.0,555,7.0,7866.0,32661.0,6,2020-04-02
817,45013,18095.571428571428,18097.14285714286,23523.571428571428,24444.285714285717,281.5,3.0,7.1,40.3,3.2,125.5,51.5,58.9,58.9,66.4,78.5,80.3,83.1,82.4,80.3,73.1,55.5,55.3,51442.0,2.45,3315.0,1488.0,14000.0,8248.0,8096.0,188715,576.28,1.0,290,8.0,21060.0,34379.0,10,2020-04-04
818,45015,19566.85714285714,20555.571428571428,30447.571428571428,31093.714285714286,161.8,2.0,11.2,23.8,3.0,118.6,49.9,56.0,56.7,65.0,76.7,78.6,82.1,81.5,78.6,70.4,53.2,53.4,30410.0,2.78,4355.0,4047.0,21858.0,11610.0,12801.0,221091,1098.86,0.0,0,4.0,15220.0,54184.0,14,2020-04-14
819,45019,30536.714285714286,30521.285714285717,45770.714285714275,44598.285714285725,382.3,2.0,8.5,42.8,2.8,120.0,50.7,57.2,57.5,65.3,76.9,78.9,82.1,81.5,78.9,71.4,54.6,54.6,66621.0,2.45,4939.0,3741.0,36198.0,18289.0,28445.0,405905,916.09,1.0,1851,9.0,20678.0,108873.0,9,2020-04-16
820,45025,4768.571428571428,4770.0,8501.714285714286,8333.42857142857,58.5,6.0,23.9,10.1,3.3,74.4,45.4,50.9,52.1,63.4,75.0,77.5,82.1,80.0,78.0,67.8,49.5,48.4,8395.0,,,,,,,45754,799.08,1.0,59,2.0,1990.0,15018.0,7,2020-05-25
821,45027,3061.0,3196.5714285714284,5501.428571428572,5665.142857142857,57.6,6.0,20.2,15.5,4.7,70.0,48.4,54.3,55.4,64.5,75.9,77.5,82.0,81.1,78.5,69.8,51.2,51.5,7914.0,,,,,,,33700,606.94,1.0,89,2.0,1067.0,16022.0,18,2020-04-09
822,45029,4090.142857142857,3974.285714285714,6684.714285714284,6266.0,36.8,6.0,13.3,15.2,4.0,74.5,49.2,56.7,57.1,65.1,77.0,78.7,81.9,81.3,78.7,70.6,53.3,53.5,7595.0,,,,,,,37660,1056.49,1.0,131,2.0,1274.0,14025.0,4,2020-04-25
823,45031,8277.142857142857,8123.571428571428,13577.428571428569,13057.428571428569,122.4,3.0,17.9,17.2,4.1,70.9,46.6,52.2,53.2,64.1,75.9,78.4,82.6,81.0,78.5,69.2,50.4,50.0,12678.0,2.59,422.0,1145.0,7003.0,4153.0,4009.0,66802,561.15,1.0,188,4.0,1407.0,27776.0,8,2020-05-07
824,45033,2907.714285714286,2750.0,5529.142857142857,5097.0,79.2,6.0,25.1,11.1,4.8,63.2,46.8,52.5,53.5,64.5,75.9,78.5,82.8,80.8,78.1,68.6,50.5,50.5,5100.0,,,,,,,30599,404.87,1.0,79,2.0,873.0,14503.0,4,2020-05-21
825,45035,15674.142857142857,14831.857142857143,26583.285714285717,25052.571428571428,238.2,2.0,9.9,27.9,3.0,124.8,49.5,56.4,57.2,65.3,77.1,78.7,82.0,81.5,79.0,70.5,53.3,53.5,22634.0,2.85,2060.0,2270.0,18496.0,9490.0,7497.0,160647,573.23,1.0,104,5.0,8956.0,41415.0,3,2020-04-29
826,45039,1556.0,1568.142857142857,3529.857142857143,3521.714285714286,34.9,2.0,17.5,17.0,6.2,75.4,44.5,50.5,52.2,62.9,74.4,76.0,80.7,79.4,77.8,67.0,49.2,48.2,4870.0,,,,,,,22402,686.28,0.0,0,2.0,503.0,12866.0,14,2020-05-07
827,45041,17887.428571428572,17004.714285714286,25410.42857142857,24544.714285714286,171.1,3.0,15.4,23.1,3.7,91.4,47.7,53.7,54.5,64.6,76.2,78.5,82.5,81.1,78.3,69.4,51.0,51.4,23471.0,2.68,1814.0,2733.0,14863.0,7544.0,8021.0,138159,799.96,1.0,877,9.0,3755.0,59554.0,8,2020-03-27
828,45043,6471.571428571428,6010.571428571428,11567.285714285714,10390.42857142857,73.9,4.0,12.9,27.2,4.5,87.8,48.8,54.4,55.0,63.5,75.0,77.3,80.9,80.3,77.3,69.3,52.3,52.0,17290.0,,,,,,,62249,813.55,1.0,298,3.0,2005.0,19306.0,3,2020-04-29
829,45045,51501.0,54467.714285714275,69100.85714285714,73799.0,574.7,2.0,12.2,34.2,2.9,116.6,42.8,49.6,50.5,61.6,72.7,74.2,79.1,77.5,77.2,65.7,48.8,47.4,81136.0,2.61,7728.0,7218.0,53342.0,26692.0,30675.0,514213,785.12,1.0,1380,9.0,47594.0,94964.0,22,2020-04-07
830,45051,45068.142857142855,43269.28571428572,55951.428571428565,56982.0,237.5,2.0,10.2,23.6,4.2,93.6,47.7,53.7,54.5,63.7,74.8,77.7,81.1,79.9,76.8,68.7,51.6,51.1,82431.0,2.58,3917.0,2154.0,30281.0,15277.0,15174.0,344147,1133.9,1.0,666,8.0,20917.0,45174.0,12,2020-03-29
831,45055,7749.142857142857,8232.42857142857,11383.142857142857,12145.285714285714,84.9,2.0,13.5,19.9,3.5,99.7,45.0,51.3,52.4,63.2,75.0,76.8,81.3,79.9,78.2,67.9,49.6,48.5,12028.0,2.64,1261.0,705.0,6729.0,4098.0,3788.0,65592,726.56,1.0,121,2.0,2909.0,16181.0,10,2020-04-09
832,45057,9762.142857142857,9365.714285714286,15538.571428571431,14790.142857142857,139.6,1.0,13.6,26.9,3.8,110.7,43.8,50.0,51.0,62.3,73.8,75.8,80.7,78.8,77.5,66.5,48.4,47.6,20059.0,2.62,1358.0,907.0,10150.0,4051.0,4852.0,95380,549.16,1.0,211,3.0,5325.0,20596.0,5,2020-04-20
833,45059,6426.0,6433.714285714284,11912.285714285714,11695.714285714286,93.2,2.0,19.5,15.4,3.6,80.3,44.4,49.9,51.8,63.0,73.7,75.6,80.6,78.8,77.8,67.0,49.3,47.9,12410.0,2.54,355.0,1061.0,7054.0,3277.0,3498.0,66994,713.8,1.0,76,4.0,3398.0,16986.0,4,2020-05-14
834,45061,1089.857142857143,1148.857142857143,2227.1428571428573,2306.142857142857,46.9,6.0,21.3,12.3,4.6,63.3,46.3,52.4,53.2,63.9,75.8,77.7,82.0,80.6,78.4,69.2,50.2,49.6,3147.0,,,,,,,17142,410.18,1.0,20,1.0,434.0,11003.0,7,2020-04-09
835,45063,38146.28571428572,37959.857142857145,53147.0,53862.0,375.4,2.0,10.4,30.1,2.9,115.6,47.1,53.4,54.8,65.1,76.4,77.3,82.0,81.3,79.6,69.3,50.7,50.1,46581.0,2.53,3971.0,4812.0,31196.0,16626.0,13146.0,295032,698.91,1.0,458,8.0,18440.0,45620.0,12,2020-04-04
836,45067,2782.142857142857,2888.0,4832.142857142857,4775.0,67.6,6.0,19.2,14.4,5.5,65.5,47.6,53.6,54.4,64.5,75.9,78.4,82.3,80.7,77.9,68.9,51.2,51.2,6162.0,,,,,,,31039,489.23,1.0,124,1.0,913.0,17676.0,5,2020-05-10
837,45077,14721.857142857143,14349.428571428569,24863.571428571428,24096.42857142857,240.2,2.0,15.1,24.5,3.4,93.0,43.1,50.0,50.6,61.4,72.1,73.9,78.6,77.5,77.0,65.7,49.2,48.2,20660.0,2.46,1099.0,1666.0,10074.0,5795.0,19079.0,124937,496.41,1.0,164,7.0,4695.0,8759.0,4,2020-05-15
838,45079,37507.71428571428,34191.71428571428,55035.285714285725,53994.428571428565,507.9,2.0,8.9,37.7,3.4,100.3,46.5,53.1,54.5,64.7,76.4,77.4,82.0,81.3,79.6,69.3,50.8,50.0,52790.0,2.53,4627.0,5855.0,38896.0,18636.0,48699.0,414576,757.07,1.0,1799,9.0,21527.0,200032.0,15,2020-04-01
839,45083,38122.57142857143,40146.857142857145,51085.857142857145,54525.571428571435,351.9,2.0,14.7,23.8,3.1,102.1,43.1,49.7,50.8,62.4,72.9,75.3,79.9,78.3,77.4,66.2,48.7,47.0,50812.0,2.64,2981.0,3487.0,34973.0,17067.0,18603.0,313888,807.93,1.0,806,9.0,22259.0,65790.0,9,2020-04-09
840,45085,12696.142857142857,11597.571428571431,16397.14285714286,15526.428571428569,161.6,3.0,16.4,18.5,4.0,86.1,46.9,53.3,54.1,64.3,76.0,77.5,81.9,80.9,78.6,69.6,50.6,50.2,17516.0,2.56,3339.0,1135.0,11254.0,6251.0,5931.0,106512,665.07,1.0,283,4.0,4332.0,50998.0,6,2020-04-02
841,45089,2678.857142857143,2549.0,5499.714285714284,5182.857142857143,36.8,6.0,19.3,12.7,5.4,62.6,48.6,54.4,55.3,64.3,75.8,77.8,81.9,81.0,77.8,69.3,51.6,51.7,6441.0,,,,,,,30606,934.16,1.0,25,2.0,655.0,19841.0,11,2020-05-05
842,45091,31019.714285714286,32632.42857142857,42149.71428571428,44324.285714285725,332.2,1.0,10.4,32.0,3.3,123.7,43.0,49.4,50.2,62.1,72.8,75.3,80.2,78.4,77.1,66.2,47.8,47.0,39236.0,2.69,4005.0,3633.0,31790.0,14483.0,15116.0,274118,680.59,1.0,288,8.0,15752.0,53087.0,3,2020-04-11
843,46099,15964.571428571431,15701.571428571431,22662.571428571428,21661.14285714286,210.0,3.0,7.8,31.9,2.6,105.2,15.6,9.3,28.1,45.9,54.0,69.4,73.8,68.8,65.9,44.2,31.1,22.8,25229.0,2.43,4131.0,2506.0,20726.0,10247.0,9554.0,192876,807.15,1.0,1059,9.0,9719.0,12664.0,26,2020-04-16
844,46103,10976.142857142857,10914.285714285714,17626.428571428572,15713.428571428569,36.4,3.0,6.2,30.7,3.1,103.0,25.0,9.6,27.9,43.9,46.9,62.9,69.9,67.5,61.7,38.5,32.1,28.0,20087.0,2.41,1767.0,1003.0,11466.0,5235.0,6471.0,111729,2776.55,1.0,443,9.0,5759.0,1626.0,7,2020-05-21
845,47003,6692.571428571428,6330.142857142857,10164.857142857143,9607.57142857143,95.1,4.0,19.2,16.3,3.7,95.2,39.6,48.5,47.5,59.8,70.2,74.4,78.3,77.5,77.3,62.4,45.4,47.1,7397.0,,,,,,,49038,473.64,1.0,60,4.0,6163.0,4115.0,4,2020-05-03
846,47009,16324.571428571431,16734.285714285714,22413.285714285717,23053.571428571428,220.2,2.0,10.9,24.0,3.2,110.6,40.0,46.8,47.5,59.7,70.1,71.6,76.5,76.1,75.8,62.6,45.2,45.9,26575.0,2.51,1984.0,2285.0,10659.0,6702.0,5050.0,131349,558.71,1.0,316,9.0,4542.0,3999.0,3,2020-04-09
847,47037,49898.571428571435,46530.714285714275,79479.28571428571,78663.42857142858,1243.3,1.0,11.4,40.3,2.6,116.1,39.8,47.8,47.4,60.4,71.3,75.4,79.8,78.8,78.4,62.8,44.6,46.6,84795.0,2.37,7779.0,9430.0,60961.0,26382.0,53623.0,692587,504.03,1.0,3614,9.0,72136.0,191637.0,19,2020-03-30
848,47065,38635.0,37072.0,52085.714285714275,52336.714285714275,620.3,2.0,10.8,31.2,3.4,109.2,41.0,48.6,49.0,61.0,71.6,74.4,78.7,78.4,77.8,64.2,47.2,47.0,64030.0,2.41,5362.0,4126.0,35156.0,15442.0,25038.0,364286,542.43,1.0,1577,9.0,21355.0,70813.0,12,2020-03-31
849,47093,54749.142857142855,54770.285714285725,74230.14285714286,75040.14285714286,850.5,2.0,9.0,36.7,2.9,106.7,40.0,46.6,47.6,60.0,70.7,72.6,77.8,77.3,76.5,63.0,45.3,45.7,73661.0,2.45,8190.0,4959.0,44661.0,23122.0,44304.0,465289,508.22,1.0,1902,9.0,20443.0,41471.0,4,2020-04-06
850,47107,5984.857142857143,5892.285714285716,10208.57142857143,9783.42857142857,121.5,4.0,15.2,15.8,4.1,87.9,41.1,48.2,48.7,60.7,71.7,74.4,79.2,78.4,77.3,64.3,46.0,46.8,10458.0,,,,,,,53285,430.12,1.0,262,7.0,2244.0,2045.0,14,2020-05-06
851,47111,2231.8571428571427,2298.5714285714284,3474.4285714285716,3433.142857142857,72.4,1.0,21.2,10.0,3.2,80.7,38.3,45.9,45.3,58.2,69.6,73.2,77.7,76.3,75.4,61.1,42.2,43.8,3814.0,,,,,,,24265,307.14,0.0,0,4.0,1318.0,273.0,3,2020-04-16
852,47125,26558.42857142857,26845.857142857138,38782.57142857143,37710.42857142857,319.6,2.0,7.5,27.2,3.8,107.1,38.8,46.9,46.7,60.7,70.5,74.7,78.8,78.1,77.6,61.2,44.4,45.4,19005.0,2.77,1362.0,2180.0,24503.0,9703.0,16859.0,205950,539.18,1.0,270,9.0,21138.0,42856.0,5,2020-05-22
853,47141,8619.0,8313.142857142857,13639.857142857143,12827.142857142857,180.3,4.0,14.0,25.4,3.6,86.9,38.8,46.6,45.8,59.0,69.2,72.3,76.8,75.6,74.9,61.0,44.0,44.8,13134.0,2.27,633.0,255.0,7217.0,4310.0,9061.0,78843,401.1,1.0,247,8.0,5147.0,1882.0,5,2020-04-20
854,47149,40132.57142857143,39061.71428571428,53247.857142857145,53662.285714285725,424.0,1.0,8.8,32.0,2.7,122.5,40.3,47.8,47.3,59.9,70.9,74.7,79.0,78.0,77.6,62.9,44.5,46.8,33966.0,2.77,3866.0,5616.0,35733.0,17690.0,27196.0,324890,619.36,1.0,387,9.0,27457.0,51419.0,7,2020-04-03
855,47157,92870.85714285713,84089.14285714286,116148.14285714286,108023.42857142855,1215.5,1.0,11.8,31.1,4.2,91.5,41.1,48.1,49.5,61.7,73.2,76.9,80.4,80.6,80.5,63.2,46.3,46.6,127099.0,2.61,14248.0,14115.0,99331.0,52564.0,60802.0,935764,763.17,1.0,3865,9.0,61153.0,507131.0,44,2020-04-02
856,47165,21796.85714285714,20770.285714285714,30645.0,30361.571428571428,303.4,1.0,10.1,26.9,2.8,126.4,39.2,46.6,46.1,59.0,70.5,74.2,78.9,77.8,76.8,62.0,43.0,44.8,29664.0,2.71,2624.0,1397.0,20614.0,9893.0,7486.0,187149,529.45,1.0,441,9.0,9497.0,14849.0,31,2020-03-30
857,47167,8677.0,8862.42857142857,15205.0,15132.428571428569,133.3,1.0,13.1,16.7,4.2,116.2,40.7,47.1,49.1,61.6,72.7,76.7,79.9,80.0,79.6,62.4,45.6,45.7,8904.0,,,,,,,61581,458.37,1.0,100,2.0,1754.0,11401.0,3,2020-05-24
858,47169,716.0,720.2857142857142,1633.571428571429,1601.857142857143,68.9,1.0,19.8,16.8,3.3,94.1,39.5,46.8,46.6,59.0,70.3,74.1,78.6,77.6,76.6,62.4,43.3,44.7,1426.0,,,,,,,11012,114.19,0.0,0,2.0,269.0,1264.0,4,2020-05-12
859,47187,25466.0,24641.0,36647.857142857145,36540.0,314.4,1.0,4.4,59.0,2.5,221.4,39.6,47.3,47.0,59.8,70.3,74.5,78.5,77.7,77.4,62.1,43.9,45.6,30480.0,2.87,5938.0,2657.0,30625.0,18093.0,8266.0,231729,582.6,1.0,185,9.0,11283.0,10390.0,7,2020-04-03
860,47189,17383.285714285714,16857.285714285714,26678.142857142862,25613.0,199.7,1.0,8.8,30.6,2.8,146.1,39.8,47.2,47.0,59.2,70.6,74.3,78.8,77.9,77.2,62.6,43.9,45.6,22065.0,2.65,2004.0,2135.0,14888.0,8606.0,6922.0,140625,570.83,1.0,245,9.0,6341.0,10215.0,8,2020-04-25
861,48027,38477.42857142857,40076.28571428572,49151.142857142855,50677.142857142855,295.2,2.0,9.4,24.5,4.1,89.5,48.1,53.3,56.6,65.7,73.9,80.2,83.5,86.9,84.2,67.1,53.8,51.2,38585.0,2.79,5637.0,5715.0,42754.0,19779.0,26657.0,355642,1051.02,1.0,829,9.0,89922.0,86621.0,3,2020-04-09
862,48029,188735.57142857145,202407.7142857143,226277.57142857145,245886.2857142857,1383.1,1.0,16.2,27.6,3.3,89.4,51.8,57.1,60.3,67.4,76.5,81.3,83.7,87.7,84.7,71.0,57.5,55.2,240621.0,3.04,29809.0,28044.0,225453.0,110841.0,147193.0,1986049,1239.82,1.0,5722,9.0,1201366.0,169699.0,37,2020-03-26
863,48039,40423.857142857145,42001.42857142857,57718.285714285725,58676.142857142855,230.7,1.0,12.3,29.7,4.5,122.4,54.2,60.8,62.6,69.4,78.2,82.4,84.3,85.4,83.4,72.8,60.8,58.3,43678.0,2.96,7251.0,5282.0,43863.0,20784.0,26681.0,370200,1357.7,1.0,337,9.0,115205.0,54379.0,7,2020-04-15
864,48041,21401.571428571428,19949.714285714286,29139.42857142857,31085.714285714286,332.8,3.0,13.3,40.8,2.8,82.7,49.2,54.5,58.5,67.0,75.8,80.3,83.5,86.7,83.3,69.3,56.4,54.1,20762.0,2.61,3676.0,2802.0,20602.0,10410.0,59710.0,226758,585.45,1.0,537,9.0,59015.0,24936.0,16,2020-04-01
865,48049,6525.428571428572,6303.571428571428,8819.142857142857,8497.714285714286,40.3,5.0,13.9,19.3,3.7,77.7,46.6,51.4,53.8,64.3,70.8,77.8,82.4,86.4,82.6,64.6,52.6,50.5,7556.0,,,,,,,37924,944.43,1.0,194,9.0,8627.0,1545.0,7,2020-04-28
866,48057,2648.142857142857,2492.285714285714,5116.428571428572,4888.285714285715,42.2,6.0,19.3,15.0,4.1,85.9,55.7,60.6,63.7,70.6,79.1,83.8,85.1,87.0,85.4,74.6,61.8,59.2,3870.0,,,,,,,21561,506.84,0.0,0,2.0,10591.0,686.0,3,2020-04-28
867,48061,35368.857142857145,37171.57142857143,40993.0,43279.57142857143,456.0,2.0,32.8,17.3,6.2,62.8,61.1,66.0,67.9,73.9,82.9,86.0,86.3,89.0,84.5,77.4,66.9,64.5,57415.0,3.37,9314.0,7756.0,55916.0,27658.0,19594.0,423908,890.92,1.0,1192,9.0,380728.0,3504.0,18,2020-04-10
868,48085,113254.0,111411.28571428572,153898.85714285713,153437.85714285713,930.0,1.0,6.3,51.7,3.3,159.9,44.1,48.7,53.2,63.8,71.8,78.3,83.0,86.0,83.6,64.4,51.5,48.5,110655.0,2.9,19554.0,14195.0,118002.0,65675.0,67389.0,1005146,841.22,1.0,1868,9.0,155001.0,105939.0,16,2020-04-04
