,FIPS,2wk Prior Intra-Mobility,2wk Onset Intra-Mobility,2wk Prior Inter-Mobility,2wk Onset Inter-Mobility,Density per square mile of land area - Population,Rural-urban_Continuum Code_2013,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Jan Temp AVG / F,Feb Temp AVG / F,Mar Temp AVG / F,Apr Temp AVG / F,May Temp AVG / F,Jun Temp AVG / F,Jul Temp AVG / F,Aug Temp AVG / F,Sep Temp AVG / F,Oct Temp AVG / F,Nov Temp AVG / F,Dec Temp AVG / F,Total_age65plus,Total households!!Average household size,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school preschool,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,POP_ESTIMATE_2018,Area in square miles - Land area,HospCt,Beds,NursingCt,Hispanic Population,Black Population,Deaths,Outbreak_date
331,19157,2168.285714285714,2050.1428571428573,3862.0,3726.4285714285716,32.3,7.0,7.0,25.1,2.3,93.5,19.1,16.6,32.0,50.2,57.3,69.9,75.9,70.0,68.8,47.9,33.0,31.2,3887.0,,,,,,,18699,584.93,1.0,49,8.0,641.0,310.0,8,2020-05-03
332,19163,17664.571428571428,17192.428571428572,25042.0,23809.285714285717,360.7,2.0,7.1,31.9,3.0,99.7,18.6,21.4,34.3,49.6,58.8,70.4,77.6,71.3,69.6,49.8,33.3,32.2,28142.0,2.54,2412.0,1984.0,18843.0,8936.0,9434.0,173283,458.09,1.0,1143,9.0,11879.0,13586.0,8,2020-04-17
333,19171,1156.142857142857,1241.4285714285713,2177.8571428571427,2206.428571428572,24.6,6.0,9.1,16.1,3.0,94.8,17.5,14.9,30.6,48.8,56.4,68.8,74.9,68.7,67.7,47.1,31.4,29.9,3335.0,,,,,,,16904,721.01,0.0,0,6.0,1740.0,166.0,11,2020-04-15
334,19179,4007.142857142857,3850.142857142857,6186.0,5761.285714285716,82.5,5.0,12.1,18.0,3.4,80.3,21.4,20.9,35.3,52.1,59.0,70.9,76.7,71.3,70.6,48.8,35.6,33.2,6337.0,,,,,,,35205,431.83,1.0,217,5.0,3848.0,1398.0,22,2020-05-20
335,19183,2054.0,1996.4285714285716,3370.5714285714284,3265.285714285714,38.2,3.0,8.9,21.5,2.3,109.6,20.3,19.3,34.0,50.0,57.9,70.2,77.2,70.6,69.2,48.3,34.1,32.6,4272.0,,,,,,,22141,568.84,0.0,0,5.0,1432.0,273.0,5,2020-04-05
336,19193,10886.714285714286,10690.42857142857,15725.714285714286,15458.571428571431,117.1,3.0,13.3,23.0,2.5,100.0,20.8,13.5,31.4,48.4,55.8,69.9,74.3,70.0,68.6,46.0,32.9,27.1,15471.0,2.54,1396.0,1902.0,12290.0,5480.0,5441.0,102539,872.83,1.0,830,9.0,17407.0,4106.0,28,2020-05-05
337,20031,933.1428571428572,961.2857142857144,1535.2857142857142,1577.0,13.7,6.0,6.7,22.9,4.8,100.4,31.6,30.1,41.6,57.4,62.8,73.1,77.8,75.8,75.2,53.2,40.4,38.5,1766.0,,,,,,,8233,626.95,1.0,78,3.0,231.0,74.0,8,2020-04-14
338,20055,3638.142857142857,3387.0,5099.571428571428,4722.285714285715,28.2,5.0,29.1,17.1,2.5,96.7,31.4,27.8,38.4,54.8,59.0,71.8,79.1,78.9,75.8,49.7,40.2,36.5,4034.0,,,,,,,36611,1301.97,1.0,132,4.0,18500.0,1486.0,6,2020-05-01
339,20057,2743.428571428572,2448.0,3818.571428571429,3445.0,30.8,5.0,28.5,17.6,2.6,96.4,33.3,29.7,40.2,55.6,60.3,72.2,79.5,79.8,77.0,50.6,41.5,37.5,3792.0,,,,,,,33888,1098.27,1.0,99,7.0,18837.0,941.0,8,2020-05-04
340,20091,66093.28571428571,61469.285714285725,86953.57142857142,83379.28571428571,1149.6,1.0,4.1,55.3,2.9,149.8,29.1,29.0,40.6,57.0,62.9,73.6,77.7,75.5,75.1,51.8,40.7,37.3,86723.0,2.56,11863.0,8653.0,64380.0,35125.0,35150.0,597555,473.37,1.0,1229,9.0,46432.0,29534.0,36,2020-04-01
341,20103,7613.142857142857,7197.0,11764.571428571431,10880.285714285714,164.7,1.0,8.1,31.7,3.6,121.8,28.8,28.4,40.2,56.8,62.8,73.7,78.3,75.8,75.1,51.8,40.4,36.9,11779.0,2.83,1252.0,1069.0,9404.0,4521.0,4034.0,81352,462.83,1.0,130,9.0,5654.0,7520.0,6,2020-04-20
342,20111,3768.4285714285716,3497.5714285714284,5442.142857142857,4996.571428571428,39.8,4.0,11.6,27.3,3.5,82.5,30.9,28.2,40.4,56.2,62.1,73.0,77.3,75.9,74.3,52.9,39.9,37.4,5075.0,,,,,,,33406,847.47,0.0,0,5.0,7178.0,859.0,6,2020-05-15
343,20173,51749.857142857145,54581.857142857145,61624.42857142857,64253.142857142855,499.6,2.0,10.7,30.9,3.8,97.0,33.2,32.0,42.9,57.4,63.7,74.9,80.3,79.0,77.9,54.0,42.6,38.8,74487.0,2.56,8777.0,6580.0,58998.0,29331.0,33290.0,513607,997.51,1.0,735,9.0,76528.0,47516.0,15,2020-04-14
344,20177,20216.714285714286,20382.428571428565,24441.714285714286,24631.857142857138,327.1,3.0,8.0,30.8,3.5,92.2,29.1,27.8,39.8,56.4,62.6,73.9,78.5,75.9,75.1,52.4,40.3,36.7,32296.0,2.37,1809.0,2682.0,18300.0,9426.0,8690.0,177499,544.02,1.0,685,9.0,22416.0,15078.0,5,2020-04-07
345,20209,12262.428571428569,11685.285714285714,22470.42857142857,22133.714285714286,1039.0,1.0,20.9,17.4,4.8,81.0,29.0,29.0,40.8,57.0,63.3,74.0,78.1,75.9,75.5,51.8,40.6,37.3,20281.0,2.7,2773.0,2982.0,20826.0,8583.0,8760.0,165324,151.6,1.0,1156,9.0,48472.0,37974.0,35,2020-03-27
346,21001,1359.0,1363.7142857142858,2266.5714285714284,2185.285714285714,46.0,7.0,21.5,16.3,5.1,74.5,36.9,45.1,44.8,59.5,68.8,72.8,78.1,75.6,75.3,61.2,42.3,43.2,3571.0,,,,,,,19215,405.28,1.0,77,1.0,387.0,571.0,13,2020-04-16
347,21015,15227.857142857143,14783.428571428569,26129.0,24914.142857142862,482.3,1.0,7.2,31.6,3.4,154.8,30.9,38.2,40.7,56.4,66.3,71.1,77.9,75.2,74.4,59.3,40.1,39.9,17804.0,2.74,2115.0,1465.0,14400.0,8283.0,5886.0,131533,246.36,1.0,161,3.0,5702.0,4712.0,11,2020-05-05
348,21019,4473.571428571428,4316.142857142857,7517.857142857143,7073.714285714284,309.9,2.0,11.5,20.2,5.9,95.7,34.2,41.5,42.4,57.5,68.1,71.0,77.4,74.8,73.5,60.1,40.5,40.3,9221.0,,,,,,,47240,159.86,1.0,455,4.0,892.0,1386.0,3,2020-04-22
349,21029,9071.42857142857,9139.0,16337.0,16064.0,250.2,1.0,12.0,14.2,4.1,121.6,34.1,41.4,42.5,58.5,68.5,72.2,79.0,76.2,76.2,59.9,41.2,42.2,12652.0,2.71,1260.0,655.0,8210.0,4330.0,2932.0,81069,297.02,0.0,0,2.0,1701.0,1050.0,4,2020-05-08
350,21031,1150.2857142857142,1100.857142857143,1862.0,1802.142857142857,29.8,3.0,21.9,12.6,4.9,85.8,37.1,43.9,44.7,59.2,70.4,74.0,78.8,77.4,76.2,61.0,42.2,43.6,2400.0,,,,,,,12772,426.09,0.0,0,1.0,441.0,78.0,6,2020-04-21
351,21037,7587.142857142857,7683.285714285716,11661.714285714286,11824.714285714286,597.0,1.0,9.2,33.5,3.3,121.3,31.4,38.6,41.0,56.2,66.4,71.3,77.7,74.8,73.9,59.1,39.9,39.9,14549.0,2.41,1204.0,654.0,8547.0,4479.0,7688.0,93152,151.31,1.0,284,6.0,2008.0,2757.0,9,2020-04-07
352,21047,7257.0,8024.285714285716,10926.857142857143,12063.0,103.1,2.0,14.0,17.3,5.2,80.3,37.4,44.9,45.5,60.3,70.0,74.2,77.5,77.2,76.6,60.4,43.3,44.4,8791.0,2.47,1010.0,712.0,8413.0,2661.0,3033.0,71671,717.5,1.0,194,6.0,5808.0,15807.0,3,2020-04-09
353,21059,13138.142857142857,13551.428571428569,16441.714285714286,16743.85714285714,210.9,3.0,10.0,22.9,4.0,102.5,34.1,40.1,42.5,57.6,68.6,73.5,78.0,75.8,75.5,59.3,40.1,41.6,17128.0,2.48,2321.0,886.0,11866.0,5079.0,4267.0,101104,458.35,1.0,447,8.0,3279.0,5132.0,4,2020-04-14
354,21061,1061.4285714285713,1084.4285714285713,2197.1428571428573,2302.428571428572,40.2,3.0,21.0,10.8,5.3,86.0,36.6,43.5,43.4,58.8,70.1,73.5,78.3,76.9,75.6,60.8,42.0,43.6,2546.0,,,,,,,12274,302.88,0.0,0,1.0,165.0,242.0,9,2020-05-07
355,21067,24954.857142857138,22957.285714285717,36357.42857142857,35580.42857142857,1042.8,2.0,9.1,42.9,3.3,110.3,33.4,41.4,41.8,57.5,67.7,71.1,77.4,75.6,75.0,60.1,41.3,41.9,43214.0,2.38,5710.0,2654.0,30809.0,12570.0,38988.0,323780,283.65,1.0,1866,9.0,24028.0,49460.0,8,2020-04-01
356,21081,1817.4285714285716,1742.142857142857,3363.0,3140.142857142857,95.6,1.0,13.5,13.6,4.3,107.5,32.2,39.5,41.0,56.8,66.8,71.1,77.7,75.2,74.3,59.5,40.4,40.4,3452.0,,,,,,,25121,257.96,0.0,0,1.0,689.0,247.0,3,2020-04-22
357,21083,4587.428571428572,4488.571428571428,6771.571428571428,6511.857142857143,67.3,7.0,14.7,16.3,5.0,93.2,37.3,43.2,45.1,58.5,69.6,74.4,78.9,77.7,77.1,60.1,42.1,42.8,6901.0,,,,,,,37317,551.74,1.0,107,3.0,2666.0,1596.0,18,2020-04-20
358,21085,2326.714285714286,2196.428571428572,3944.4285714285716,3579.0,51.8,6.0,19.9,10.4,4.9,81.3,35.7,42.2,42.5,58.1,69.4,72.8,77.7,76.0,74.8,60.1,41.0,42.2,4677.0,,,,,,,26321,496.7,1.0,75,2.0,395.0,322.0,8,2020-04-29
359,21101,5147.428571428572,5160.142857142857,7775.285714285716,7717.714285714284,105.9,2.0,13.2,17.9,3.8,101.9,33.6,39.5,42.4,57.7,68.6,73.9,78.8,76.8,76.3,59.4,39.9,41.5,8012.0,,,,,,,45591,436.67,1.0,192,2.0,1238.0,3751.0,3,2020-05-11
360,21107,4544.285714285715,4455.714285714285,6214.571428571428,6169.142857142857,86.6,5.0,13.5,16.0,4.4,90.7,35.7,42.3,44.0,59.3,69.8,74.2,78.5,77.2,76.8,60.4,41.6,43.4,8314.0,,,,,,,45068,542.0,1.0,390,9.0,1000.0,3111.0,19,2020-04-05
361,21109,822.4285714285713,796.0,1321.857142857143,1257.142857142857,39.1,9.0,25.7,12.2,7.0,70.4,34.6,42.8,42.7,57.7,67.4,70.6,75.7,74.6,74.3,59.7,41.2,41.8,2317.0,,,,,,,13442,345.2,0.0,0,1.0,120.0,45.0,12,2020-04-19
362,21111,71178.28571428571,68058.85714285714,94936.57142857145,90380.28571428572,1948.1,1.0,10.0,32.7,4.1,111.3,33.8,40.6,42.3,58.0,68.5,72.8,79.0,76.6,76.6,59.7,41.0,42.2,124503.0,2.42,11053.0,8149.0,76657.0,36845.0,45118.0,770517,380.42,1.0,2909,9.0,44010.0,171110.0,60,2020-03-28
363,21117,13880.428571428569,12662.0,21879.714285714286,20359.85714285714,996.7,1.0,10.3,30.4,3.4,128.8,31.0,38.4,40.8,56.2,66.3,71.0,77.6,74.9,74.0,59.1,39.9,39.8,23979.0,2.53,2873.0,2392.0,18078.0,7116.0,8434.0,166051,160.25,1.0,631,7.0,5624.0,8082.0,16,2020-04-03
364,21141,3405.857142857143,3307.857142857143,5448.142857142857,5087.714285714285,48.6,6.0,15.7,15.0,3.9,93.1,37.6,44.7,45.4,59.3,70.4,74.0,78.5,77.3,76.6,60.9,42.6,44.3,5024.0,,,,,,,26989,552.13,1.0,75,2.0,771.0,1739.0,5,2020-05-19
365,21143,513.4285714285714,476.4285714285714,1360.7142857142858,1237.857142857143,38.9,9.0,12.1,15.9,5.1,96.4,35.9,42.1,44.0,58.5,69.2,73.7,78.1,77.2,76.0,59.5,41.5,42.8,2080.0,,,,,,,8009,213.84,0.0,0,2.0,176.0,415.0,3,2020-04-21
366,21177,2974.142857142857,2937.5714285714284,4156.857142857143,4121.714285714285,67.4,6.0,19.4,11.1,6.7,87.1,37.0,43.6,45.1,59.7,70.1,74.4,78.7,77.5,77.0,60.9,42.4,43.8,5885.0,,,,,,,30774,467.08,1.0,90,4.0,474.0,1497.0,6,2020-04-23
367,21185,6535.428571428572,6255.0,12814.714285714286,11377.0,322.2,1.0,6.1,42.2,3.3,203.5,32.9,39.3,41.1,56.8,67.5,71.8,77.9,75.5,75.4,58.9,40.0,41.0,8777.0,2.97,1178.0,1160.0,8774.0,4418.0,3454.0,66470,187.22,1.0,90,6.0,2704.0,2936.0,5,2020-05-21
368,21207,1712.428571428571,1618.857142857143,2861.142857142857,2503.0,69.2,9.0,24.5,12.9,5.8,69.0,37.2,45.6,45.3,59.8,68.7,72.7,78.0,75.6,75.4,61.4,42.6,43.6,3597.0,,,,,,,17821,253.66,1.0,25,1.0,674.0,160.0,4,2020-04-28
369,21211,3960.714285714286,3946.714285714286,6850.714285714284,6664.428571428572,110.8,1.0,14.7,24.2,3.5,131.6,33.0,40.5,41.5,57.3,67.7,71.7,77.9,75.5,75.2,59.0,40.4,41.2,7484.0,,,,,,,48518,379.64,1.0,70,2.0,4846.0,3573.0,3,2020-04-24
370,21227,14526.571428571431,13783.428571428569,22440.0,20116.428571428565,210.1,3.0,12.3,30.6,3.7,106.6,37.5,44.8,44.8,59.2,70.6,74.1,78.9,77.4,76.4,61.0,42.4,44.3,16896.0,2.54,2615.0,1957.0,12722.0,7040.0,16473.0,131264,541.6,1.0,548,8.0,7330.0,12844.0,7,2020-05-19
371,22001,6146.428571428572,6482.0,10000.0,10492.714285714286,94.3,2.0,21.8,13.4,5.4,84.3,51.4,59.7,60.4,66.0,76.7,80.7,81.3,82.8,81.4,70.2,55.9,55.6,9491.0,,,,,,,62190,655.12,1.0,41,7.0,1696.0,11281.0,10,2020-04-09
372,22003,1683.428571428571,1540.428571428571,2959.714285714286,2807.285714285714,33.8,6.0,20.1,12.7,5.6,92.4,50.4,58.2,59.3,65.5,76.0,80.0,80.9,83.4,81.3,69.3,55.4,54.7,3844.0,,,,,,,25605,761.85,1.0,76,3.0,577.0,5794.0,9,2020-04-02
373,22005,15102.142857142857,13565.142857142857,22073.0,20575.0,369.7,2.0,11.6,26.8,4.1,161.9,51.6,61.4,60.5,66.3,77.4,81.8,82.5,83.4,82.6,71.8,55.9,56.4,14734.0,2.74,2773.0,2043.0,15123.0,7216.0,5234.0,124672,289.98,1.0,73,6.0,7160.0,29396.0,31,2020-03-30
374,22007,2052.714285714286,2068.428571428572,3869.142857142857,3744.571428571429,69.2,6.0,26.4,10.2,6.7,100.2,53.3,62.4,61.2,67.1,78.0,82.6,82.8,83.7,83.1,72.5,56.8,57.5,4020.0,,,,,,,22300,338.66,1.0,6,1.0,701.0,6610.0,11,2020-04-25
375,22009,3892.714285714286,3996.285714285714,5498.0,5529.571428571428,50.5,6.0,24.2,12.1,5.7,78.6,50.0,56.8,58.3,64.8,75.6,79.5,80.0,82.9,80.8,68.6,53.5,53.7,6850.0,,,,,,,40462,832.43,1.0,55,9.0,804.0,12093.0,7,2020-04-15
376,22011,3705.142857142857,3605.857142857143,6730.285714285716,6422.571428571428,30.8,6.0,15.3,17.5,5.3,118.7,50.0,57.2,59.0,65.4,76.3,80.1,81.4,83.9,81.7,69.6,56.1,54.6,5871.0,,,,,,,37253,1157.34,1.0,60,3.0,1422.0,4590.0,4,2020-04-25
377,22013,872.0,932.1428571428572,1970.857142857143,1985.0,17.7,6.0,17.1,12.4,5.8,70.9,46.7,52.2,54.5,63.6,75.0,78.9,83.7,84.2,82.5,65.8,52.3,51.2,2785.0,,,,,,,13308,811.27,1.0,21,3.0,259.0,5574.0,14,2020-04-14
378,22015,16937.14285714286,16387.428571428572,24547.857142857138,23927.571428571428,139.3,2.0,10.7,25.6,4.3,118.2,46.7,52.2,55.1,63.9,75.0,78.8,82.6,85.4,83.3,65.9,52.7,51.0,18240.0,2.5,1613.0,3760.0,13044.0,6407.0,6854.0,127185,840.06,1.0,134,9.0,8605.0,29098.0,13,2020-04-05
379,22017,23799.42857142857,22109.714285714286,33818.71428571428,33002.71428571428,290.2,2.0,13.4,23.5,5.5,84.3,47.0,52.4,55.4,64.2,74.7,78.6,82.1,85.4,83.1,65.4,53.2,51.2,41606.0,2.51,4676.0,2669.0,26876.0,12135.0,11629.0,242922,878.54,1.0,1598,9.0,7005.0,120873.0,70,2020-03-29
380,22019,27570.42857142857,26959.714285714286,34775.57142857143,34638.42857142857,181.2,3.0,13.5,21.9,3.8,105.2,51.2,58.2,59.7,65.4,76.8,81.2,81.7,83.5,81.6,70.2,56.1,56.2,30057.0,2.55,3681.0,1916.0,21376.0,10746.0,9893.0,203112,1063.66,1.0,632,9.0,7666.0,52161.0,26,2020-04-04
381,22025,767.1428571428571,741.7142857142858,1667.0,1589.7142857142858,14.7,9.0,23.9,11.7,6.8,74.6,48.3,55.1,56.7,63.6,74.8,78.8,80.5,82.7,81.3,67.4,51.9,52.3,1679.0,,,,,,,9608,708.03,0.0,0,1.0,167.0,2950.0,3,2020-05-05
382,22027,884.2857142857142,938.8571428571428,1654.2857142857142,1700.7142857142858,22.8,6.0,18.8,14.7,5.2,70.1,45.4,51.3,53.2,62.6,74.1,77.6,81.4,83.3,81.8,64.8,50.5,49.6,3046.0,,,,,,,15944,754.88,0.0,0,3.0,243.0,8272.0,7,2020-04-11
383,22031,2673.857142857143,2578.142857142857,5227.857142857143,5014.428571428572,30.4,2.0,17.6,14.2,5.7,92.6,46.8,52.8,55.4,63.8,74.8,78.4,81.7,84.6,82.1,65.6,53.0,50.8,4898.0,,,,,,,27436,875.58,0.0,0,2.0,814.0,9906.0,10,2020-04-04
384,22033,35756.42857142857,38551.142857142855,52266.571428571435,57116.714285714275,966.6,2.0,9.7,34.7,4.3,110.3,50.5,60.7,59.5,65.2,76.8,80.8,81.9,83.3,82.2,70.6,55.7,55.4,62528.0,2.64,8848.0,6295.0,43016.0,23142.0,42351.0,440956,455.37,1.0,1850,9.0,18539.0,207090.0,62,2020-03-25
385,22037,1118.5714285714287,1212.142857142857,2322.142857142857,2372.714285714286,44.7,2.0,20.2,12.6,4.7,94.1,49.4,60.1,58.4,64.9,76.0,79.9,81.3,82.7,81.7,69.6,55.0,54.4,3421.0,,,,,,,19305,453.41,1.0,10,3.0,322.0,8286.0,16,2020-04-14
386,22041,2683.714285714286,2521.142857142857,4142.857142857143,3879.857142857143,33.2,7.0,23.7,11.9,7.1,71.7,47.1,54.4,55.6,63.1,74.6,78.5,81.0,83.1,82.0,66.4,51.8,51.4,3605.0,,,,,,,20156,624.59,1.0,43,4.0,343.0,6426.0,9,2020-04-28
387,22045,7922.714285714284,7364.428571428572,11222.0,10635.142857142857,127.6,2.0,21.3,12.7,5.8,89.4,52.6,61.6,60.9,67.1,77.2,81.5,82.0,83.0,82.7,71.5,57.4,57.4,10628.0,2.76,887.0,1398.0,8588.0,4057.0,2843.0,70941,574.11,1.0,187,7.0,3052.0,23158.0,13,2020-04-03
388,22047,2765.285714285714,2446.857142857143,5117.285714285715,4747.142857142857,54.0,2.0,21.0,14.5,6.2,99.8,51.5,61.1,60.4,66.2,77.1,81.3,82.0,83.1,82.4,71.2,56.3,56.4,5181.0,,,,,,,32721,618.63,0.0,0,4.0,884.0,15966.0,21,2020-03-31
389,22049,1501.428571428571,1401.2857142857142,2898.0,2654.428571428572,28.6,6.0,20.3,13.5,4.6,85.0,46.8,51.9,54.5,63.8,74.6,78.9,82.6,83.4,82.3,65.7,52.7,51.6,3166.0,,,,,,,15902,569.18,1.0,25,2.0,279.0,4549.0,10,2020-05-02
390,22051,37588.42857142857,45693.285714285725,53685.714285714275,69993.14285714286,1463.1,1.0,14.6,26.1,4.4,105.9,53.6,63.4,61.4,67.9,77.7,83.0,83.0,83.8,83.7,74.3,57.9,58.1,74330.0,2.57,7877.0,3866.0,42897.0,21752.0,22934.0,434051,295.63,1.0,1402,9.0,64499.0,121627.0,166,2020-03-21
391,22055,27325.571428571428,26388.0,37647.142857142855,36962.42857142857,824.6,2.0,12.5,32.1,4.5,120.4,51.7,60.7,60.7,66.8,77.3,81.1,81.4,82.4,81.6,70.5,56.7,56.2,32067.0,2.53,3771.0,2254.0,25274.0,12687.0,19377.0,242782,268.72,1.0,967,9.0,11277.0,65011.0,17,2020-04-04
392,22057,11824.142857142857,10655.285714285714,17193.14285714286,16170.571428571431,90.2,3.0,22.7,16.6,4.7,109.6,54.3,64.1,62.1,68.4,78.5,83.6,83.3,84.1,83.8,74.6,57.9,59.0,15168.0,2.69,1263.0,807.0,11869.0,5024.0,5601.0,98115,1068.21,1.0,203,8.0,4297.0,13355.0,32,2020-04-01
393,22061,4833.857142857143,4564.857142857143,8210.57142857143,7625.714285714284,99.1,4.0,11.6,36.5,5.2,76.1,46.3,51.4,53.9,63.6,74.5,78.7,82.2,83.5,82.4,65.5,52.4,51.2,6396.0,,,,,,,47196,471.74,1.0,91,8.0,1515.0,19277.0,13,2020-04-23
394,22063,18310.0,19213.571428571428,27675.857142857138,28482.714285714286,197.5,2.0,14.4,18.3,4.1,131.4,50.7,60.9,59.7,65.7,76.8,81.3,82.2,83.3,82.4,71.2,55.7,55.5,18422.0,2.82,1706.0,2253.0,16022.0,7085.0,5592.0,139567,648.17,0.0,0,9.0,5365.0,9352.0,16,2020-04-13
395,22067,2558.285714285714,2481.714285714286,3937.0,3790.0,35.2,6.0,20.3,13.0,8.2,70.9,47.0,52.8,54.2,62.6,73.8,78.3,81.4,84.1,82.7,65.5,51.4,50.9,4763.0,,,,,,,25398,794.93,1.0,22,5.0,349.0,12207.0,5,2020-04-19
396,22069,4058.285714285714,3862.571428571429,6328.428571428572,6109.0,31.6,6.0,13.5,17.8,5.8,75.6,48.0,54.3,56.4,64.4,75.1,79.0,81.9,84.2,82.0,66.6,53.9,52.0,6415.0,,,,,,,38659,1252.25,1.0,208,5.0,946.0,15970.0,12,2020-04-28
397,22071,20723.428571428565,29962.857142857138,37387.28571428572,65996.71428571429,2029.4,1.0,13.8,36.8,5.0,80.9,52.8,62.7,60.6,67.2,77.1,82.4,82.5,83.5,83.2,73.2,57.3,57.0,57760.0,2.41,6996.0,2366.0,37122.0,16325.0,33820.0,391006,169.42,1.0,1319,9.0,21963.0,235298.0,171,2020-03-16
398,22073,21912.285714285714,22571.285714285717,28027.857142857138,28545.0,251.8,3.0,13.7,24.3,5.2,92.4,46.5,52.0,54.4,63.0,74.0,78.5,81.5,83.4,82.4,65.4,52.3,51.2,22847.0,2.64,2895.0,1813.0,17833.0,8137.0,9648.0,154475,610.41,1.0,632,9.0,3442.0,58079.0,16,2020-04-08
399,22075,2666.142857142857,2389.0,4810.571428571428,4704.0,29.5,1.0,17.1,19.6,4.6,122.1,54.0,63.5,61.1,67.5,77.6,82.9,82.8,83.8,83.9,75.1,58.8,58.9,3143.0,,,,,,,23410,779.91,0.0,0,1.0,1831.0,4984.0,16,2020-04-01
400,22077,2262.285714285714,2400.142857142857,3669.714285714286,3779.4285714285716,40.9,2.0,19.7,15.2,5.4,97.0,50.1,59.5,59.2,65.5,76.4,80.4,81.2,83.0,81.5,70.0,55.1,54.6,4516.0,,,,,,,21940,557.35,1.0,25,4.0,632.0,7820.0,17,2020-04-14
401,22079,16324.571428571431,14211.857142857143,21376.571428571428,19270.714285714286,99.9,3.0,14.7,20.5,5.3,100.2,49.7,56.6,58.0,64.9,75.5,79.2,80.5,83.2,81.3,67.9,54.2,53.6,21375.0,2.58,2817.0,1243.0,14715.0,6938.0,5929.0,130562,1317.96,1.0,630,9.0,4171.0,41808.0,7,2020-03-31
402,22081,698.2857142857142,706.7142857142858,1333.857142857143,1311.7142857142858,23.4,8.0,20.6,13.9,4.4,76.8,47.3,53.1,55.5,64.1,75.2,79.2,83.2,84.7,82.8,66.2,53.2,51.5,1619.0,,,,,,,8477,389.09,1.0,25,1.0,205.0,3361.0,6,2020-04-16
403,22083,2447.714285714286,2494.142857142857,5284.285714285715,5281.428571428572,37.1,6.0,20.5,13.5,6.2,73.1,46.9,53.2,55.1,63.0,74.3,78.4,81.1,83.2,82.3,65.5,52.0,51.1,3544.0,,,,,,,20192,559.04,1.0,56,4.0,459.0,7212.0,3,2020-05-24
404,22087,4285.428571428572,3657.285714285714,6433.285714285716,5701.857142857143,95.1,1.0,17.6,12.3,5.0,91.6,53.0,62.6,60.3,66.8,77.0,82.3,82.4,83.4,83.3,73.6,57.7,57.3,5340.0,,,,,,,46721,377.52,0.0,0,1.0,4770.0,11057.0,13,2020-04-01
405,22089,5543.857142857143,5109.285714285715,9207.0,8915.285714285714,189.1,1.0,10.5,24.2,4.4,140.7,53.2,63.3,61.4,67.8,77.8,83.0,83.0,83.9,83.5,73.7,57.4,57.7,7174.0,,,,,,,52879,279.08,1.0,59,3.0,3332.0,14023.0,28,2020-03-30
406,22093,1724.571428571429,1690.7142857142858,3231.4285714285716,3366.142857142857,91.5,1.0,14.7,14.3,6.2,112.2,52.5,62.4,61.0,67.0,77.8,82.5,82.8,83.6,82.9,72.6,56.4,57.0,3610.0,,,,,,,21037,241.54,1.0,20,1.0,352.0,10339.0,14,2020-03-27
407,22095,2943.142857142857,2963.0,5369.285714285715,5529.142857142857,215.5,1.0,13.8,16.3,5.7,105.8,52.3,62.5,60.8,67.2,77.5,82.6,82.8,83.8,83.1,72.8,56.7,56.8,6144.0,,,,,,,43184,213.07,0.0,0,3.0,2737.0,24963.0,50,2020-03-27
408,22097,7348.571428571428,7195.714285714284,11720.142857142857,11581.285714285714,90.3,4.0,23.9,14.2,6.2,76.3,50.6,59.2,59.8,65.8,76.4,80.4,80.9,82.7,81.1,70.2,55.2,54.8,13328.0,2.72,1716.0,586.0,10048.0,4875.0,1655.0,82764,923.88,1.0,340,9.0,1882.0,34444.0,34,2020-04-05
409,22099,4569.0,4489.857142857143,7965.571428571428,7955.142857142857,70.7,2.0,19.1,14.4,5.2,96.3,52.2,61.4,60.8,66.9,77.3,81.5,81.9,82.9,82.3,71.2,56.8,56.8,8057.0,,,,,,,53621,737.65,1.0,25,3.0,1602.0,16133.0,10,2020-03-27
410,22101,4908.142857142857,5104.571428571428,6830.857142857143,6919.571428571428,98.4,4.0,18.7,10.6,6.6,82.8,54.0,62.4,61.4,67.5,77.8,82.4,82.5,83.7,83.4,72.5,57.9,58.2,8242.0,,,,,,,49774,555.38,1.0,187,4.0,3554.0,15881.0,24,2020-04-15
411,22103,34391.57142857143,32230.714285714286,44313.571428571435,42691.0,276.4,1.0,9.8,33.5,4.2,139.6,51.2,61.9,59.7,66.0,76.4,81.4,82.1,83.0,82.1,71.4,55.5,55.6,43694.0,2.74,3538.0,3861.0,29270.0,15292.0,12037.0,258111,845.55,1.0,728,9.0,14811.0,32238.0,71,2020-03-29
